,Unnamed: 0,id,subject_class_x,subject_id,object_class,object_id,context_class_x,context_id,created_at,description,action_template_id,value,is_hidden,ext_data,created_at_year,created_at_quarter,created_at_month,created_at_date,created_at_weekday,created_at_hour,subject_class_y,context_class_y,Категория,action_category,action
373,101393,566612,Deal,4151.0,User,159.0,Deal,4151.0,1610343901,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4151 - <rb-link object=""Deal"" text=""4151.Сделка с клиентом ООО  АПК&quot;Александровское&quot; 8250"" params=""{&quot;id&quot;:4151,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
374,101394,566611,Deal,4145.0,User,159.0,Deal,4145.0,1610343882,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4145 - <rb-link object=""Deal"" text=""4145.Сделка с клиентом КФХ Ласуков Виктор Александрович"" params=""{&quot;id&quot;:4145,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
375,101395,566610,Deal,4146.0,User,159.0,Deal,4146.0,1610343869,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4146 - <rb-link object=""Deal"" text=""4146.Сделка с клиентом КФХ Ласуков В.А. Gaspardo MTR 8 8R70"" params=""{&quot;id&quot;:4146,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
376,101396,566609,Deal,4488.0,User,159.0,Deal,4488.0,1610343854,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4488 - <rb-link object=""Deal"" text=""4488.Сделка с клиентом ИП Глава КФХ Неволько В.В."" params=""{&quot;id&quot;:4488,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 28.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
377,101389,566616,Deal,4087.0,User,159.0,Deal,4087.0,1610343968,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4087 - <rb-link object=""Deal"" text=""4087.Сделка с клиентом ООО Золотой Початок (Павловский район) NH 8.380, Germiator 7.9м, MTR 8"" params=""{&quot;id&quot;:4087,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
378,101397,566608,Deal,3976.0,User,158.0,Deal,3976.0,1610343666,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №3976 - <rb-link object=""Deal"" text=""3976.Сделка с клиентом ИП Глава КФХ Князев А. В."" params=""{&quot;id&quot;:3976,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 30.04.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
381,101399,566606,Deal,3375.0,User,158.0,Deal,3375.0,1610343626,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №3375 - <rb-link object=""Deal"" text=""3375.Сделка с клиентом ООО &quot;ЦЧ АПК&quot; филиал Давыдовский Magnum 340"" params=""{&quot;id&quot;:3375,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.03.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
383,101400,566605,Deal,4299.0,User,158.0,Deal,4299.0,1610343605,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4299 - <rb-link object=""Deal"" text=""4299.Сделка с клиентом ООО &quot;Аркада-Агро&quot; Magnum 340"" params=""{&quot;id&quot;:4299,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 30.04.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
384,101401,566604,Deal,4303.0,User,158.0,Deal,4303.0,1610343586,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4303 - <rb-link object=""Deal"" text=""4303.Сделка с клиентом ЗАО Дон CR7.90"" params=""{&quot;id&quot;:4303,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 30.04.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
385,101402,566603,Deal,4304.0,User,158.0,Deal,4304.0,1610343563,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4304 - <rb-link object=""Deal"" text=""4304.Сделка с клиентом ЗАО Дон CHRONO 708"" params=""{&quot;id&quot;:4304,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.03.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
386,101398,566607,Deal,3398.0,User,158.0,Deal,3398.0,1610343644,"Syrovatskiy, Sergey, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №3398 - <rb-link object=""Deal"" text=""3398.Сделка с клиентом КФХ Адаев Нурадин Ломалиевич NH 8.380"" params=""{&quot;id&quot;:3398,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 30.04.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
387,101388,566617,Deal,4055.0,User,159.0,Deal,4055.0,1610343986,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4055 - <rb-link object=""Deal"" text=""4055.Сделка с клиентом ООО  АПК&quot;Александровское&quot; (Patriot 4430)"" params=""{&quot;id&quot;:4055,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
388,101387,566618,Deal,4029.0,User,159.0,Deal,4029.0,1610344002,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №4029 - <rb-link object=""Deal"" text=""4029.Сделка с клиентом КФХ ИП Котов В.В."" params=""{&quot;id&quot;:4029,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
389,101386,566619,Deal,3849.0,User,159.0,Deal,3849.0,1610344016,"Zhigulskiy, Viktor, Менеджер по продажам отдела продаж техники, изменил значение в поле ""Дата контрактации"" в сделке №3849 - <rb-link object=""Deal"" text=""3849.Сделка с клиентом КФХ Тройнин"" params=""{&quot;id&quot;:3849,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>. Новое значение: 31.01.2021.",85.0,,False,,2021,1,1,2021-01-11,1,8,Deal,Deal,Сделка,deal,"изменил значение в поле ""Дата контрактации"""
390,101370,566635,DealActualStagePoint,160918.0,User,140.0,Deal,4313.0,1610346103,"Ababilov, Aleksandr, Менеджер по продажам техники, выбрал пункт чек-листа 5.5. Имеет ли клиент представление именно о нашей технике в рамках конкретной потребности в сделке №4313 - <rb-link object=""Deal"" text=""4313.Сделка с клиентом ООО &quot;Прогресс&quot; (Сасовский р-н) (NH CX8.80)"" params=""{&quot;id&quot;:4313,&quot;type&quot;:&quot;equipment&quot;}""></rb-link>.",17.0,,False,,2021,1,1,2021-01-11,1,9,DealActualStagePoint,Deal,Сделка,deal,выбрал пункт чек-листа
